player_id,player,pos,team,adp_ppr,pts_ppr,games,rec,rec_yd,rec_td,rush_att,rush_yd,rush_td,pass_yd,pass_td,injury_status,years_exp,vorp,vorp_rank,adp_rank,value_gap
3321,Tyreek Hill,WR,FA,212.6,93.7,18.0,33.0,422.0,3.0,1.0,5.0,,,,Questionable,10.0,-83.60000000000001,189,184,-5
8154,Brian Robinson,RB,ATL,152.1,69.9,18.0,13.0,91.0,,87.0,358.0,2.0,,,,4.0,-83.79999999999998,190,138,-52
8132,Tyler Allgeier,RB,ARI,145.3,69.4,18.0,8.0,54.0,,95.0,400.0,3.0,,,,4.0,-84.29999999999998,191,133,-58
12497,Tory Horton,WR,SEA,228.7,92.0,18.0,31.0,421.0,3.0,1.0,9.0,,,,Questionable,1.0,-85.30000000000001,192,202,10
13285,Malachi Fields,WR,NYG,223.2,91.0,18.0,32.0,404.0,3.0,1.0,6.0,,,,,0.0,-86.30000000000001,193,194,1
9753,Zach Charbonnet,RB,SEA,142.6,67.2,18.0,11.0,78.0,1.0,65.0,264.0,3.0,,,PUP,3.0,-86.49999999999999,194,131,-63
12540,Chimere Dike,WR,TEN,229.4,89.4,18.0,38.0,384.0,2.0,6.0,30.0,,,,,1.0,-87.9,195,206,11
13337,Emmett Johnson,RB,KC,194.8,65.2,18.0,12.0,86.0,1.0,67.0,286.0,2.0,,,,0.0,-88.49999999999999,196,168,-28
9225,Tank Bigsby,RB,PHI,179.1,65.2,18.0,8.0,59.0,,82.0,353.0,3.0,,,,3.0,-88.49999999999999,197,155,-42
11575,Ray Davis,RB,BUF,232.2,65.1,18.0,9.0,68.0,,73.0,313.0,3.0,,,,2.0,-88.6,198,211,13
8698,Jake Tonges,TE,SF,241.4,70.8,18.0,30.0,288.0,2.0,,,,,,,4.0,-89.00000000000001,199,231,32
13345,Jonah Coleman,RB,DEN,168.0,63.9,18.0,10.0,75.0,1.0,72.0,304.0,2.0,,,,0.0,-89.79999999999998,200,149,-51
13288,Nicholas Singleton,RB,TEN,206.1,63.7,18.0,12.0,87.0,1.0,65.0,270.0,2.0,,,,0.0,-89.99999999999999,201,177,-24
12535,Isaac TeSlaa,WR,DET,210.9,87.1,18.0,28.0,402.0,3.0,2.0,9.0,,,,,1.0,-90.20000000000002,202,181,-21
4035,Alvin Kamara,RB,NO,160.9,63.0,18.0,20.0,145.0,1.0,45.0,185.0,1.0,,,Questionable,9.0,-90.69999999999999,203,142,-61
4039,Cooper Kupp,WR,SEA,224.0,86.4,18.0,32.0,364.0,3.0,,,,,,,9.0,-90.9,204,195,-9
11637,Keon Coleman,WR,BUF,234.8,85.8,18.0,29.0,375.0,3.0,3.0,13.0,,,,Questionable,2.0,-91.50000000000001,205,215,10
13305,Mike Washington,RB,LV,202.9,62.0,18.0,9.0,69.0,1.0,66.0,281.0,2.0,,,,0.0,-91.69999999999999,206,173,-33
11647,Kimani Vidal,RB,LAC,241.7,60.0,18.0,14.0,97.0,,60.0,243.0,2.0,,,,2.0,-93.69999999999999,207,233,26
4137,James Conner,RB,ARI,215.6,57.2,18.0,11.0,82.0,1.0,53.0,220.0,2.0,,,Questionable,9.0,-96.49999999999999,208,186,-22
12457,Jaydon Blue,RB,DAL,233.8,56.6,18.0,9.0,67.0,,68.0,289.0,2.0,,,,1.0,-97.1,209,213,4
11435,Emanuel Wilson,RB,SEA,250.3,56.5,18.0,11.0,86.0,,61.0,249.0,2.0,,,Questionable,3.0,-97.19999999999999,210,245,35
13320,Zachariah Branch,WR,ATL,188.3,78.5,18.0,30.0,365.0,2.0,,,,,,,0.0,-98.80000000000001,211,162,-49
12483,Jack Bech,WR,LV,238.2,77.9,18.0,30.0,350.0,2.0,1.0,9.0,,,,,1.0,-99.4,212,223,11
4981,Calvin Ridley,WR,TEN,253.2,77.3,18.0,27.0,377.0,2.0,1.0,6.0,,,,,8.0,-100.00000000000001,213,248,35
8205,Isiah Pacheco,RB,DET,186.1,53.6,18.0,10.0,73.0,,67.0,263.0,2.0,,,Questionable,4.0,-100.1,214,160,-54
9506,Sean Tucker,RB,TB,243.9,52.5,18.0,8.0,57.0,,66.0,288.0,2.0,,,,3.0,-101.19999999999999,215,240,25
11576,Braelon Allen,RB,NYJ,208.8,52.2,18.0,10.0,69.0,,57.0,233.0,2.0,,,,2.0,-101.49999999999999,216,179,-37
4033,David Njoku,TE,LAC,206.3,58.0,18.0,23.0,230.0,2.0,,,,,,,9.0,-101.80000000000001,217,178,-39
11581,MarShawn Lloyd,RB,GB,197.3,51.8,18.0,7.0,47.0,,68.0,281.0,2.0,,,,2.0,-101.89999999999999,218,171,-47
13435,Joe Royer,TE,CLE,683.0,57.8,18.0,23.0,228.0,2.0,,,,,,Questionable,0.0,-102.00000000000001,219,315,96
13301,Antonio Williams,WR,WAS,216.0,75.2,18.0,28.0,339.0,2.0,2.0,13.0,,,,,0.0,-102.10000000000001,220,187,-33
13278,Max Klare,TE,LAR,248.8,56.1,18.0,22.0,221.0,2.0,,,,,,,0.0,-103.70000000000002,221,242,21
9494,Marvin Mims,WR,DEN,219.5,69.9,18.0,27.0,293.0,2.0,6.0,36.0,,,,Questionable,3.0,-107.4,222,192,-30
13405,Kaytron Allen,RB,WAS,240.5,45.9,18.0,8.0,59.0,,53.0,220.0,2.0,,,,0.0,-107.79999999999998,223,228,5
11643,Jaylen Wright,RB,MIA,247.9,44.1,18.0,6.0,38.0,,53.0,223.0,2.0,,,,2.0,-109.6,224,241,17
96,Aaron Rodgers,QB,PIT,228.8,177.0,18.0,,,,21.0,60.0,,2700.0,18.0,,21.0,-109.68,225,204,-21
13311,Chris Bell,WR,MIA,240.9,67.2,18.0,25.0,299.0,2.0,1.0,3.0,,,,Questionable,0.0,-110.10000000000001,226,230,4
11627,Troy Franklin,WR,DEN,241.8,66.1,18.0,24.0,287.0,2.0,2.0,14.0,,,,,2.0,-111.20000000000002,227,235,8
13268,Elijah Sarratt,WR,BAL,229.2,61.4,18.0,22.0,270.0,2.0,1.0,4.0,,,,,0.0,-115.9,228,205,-23
7090,Darnell Mooney,WR,NYG,249.2,58.6,18.0,19.0,273.0,2.0,1.0,3.0,,,,,6.0,-118.70000000000002,229,243,14
13342,John Michael Gyllenborg,TE,KC,611.2,40.4,18.0,11.0,114.0,1.0,,,,,,IR,0.0,-119.4,230,271,41
12499,Elic Ayomanor,WR,TEN,241.5,56.7,18.0,20.0,247.0,2.0,,,,,,,1.0,-120.60000000000001,231,232,1
12504,Kaleb Johnson,RB,PIT,217.5,32.0,18.0,5.0,36.0,,42.0,174.0,1.0,,,,1.0,-121.69999999999999,232,189,-43
12476,Devin Neal,RB,NO,211.9,31.9,18.0,7.0,49.0,,39.0,160.0,1.0,,,Questionable,1.0,-121.79999999999998,233,183,-50
13401,Michael Trigg,TE,DAL,249.7,33.8,18.0,14.0,138.0,1.0,,,,,,Questionable,0.0,-126.00000000000001,234,244,10
11589,Trey Benson,RB,ARI,255.2,27.2,18.0,3.0,22.0,1.0,30.0,120.0,1.0,,,Questionable,2.0,-126.49999999999999,235,249,14
3202,Austin Hooper,TE,ATL,430.0,33.2,18.0,14.0,132.0,1.0,,,,,,,10.0,-126.60000000000001,236,255,19
3257,Jacoby Brissett,QB,ARI,243.0,160.0,18.0,,,,35.0,110.0,1.0,2400.0,15.0,,10.0,-126.68,237,239,2
7528,Najee Harris,RB,NYG,219.0,26.3,18.0,5.0,36.0,,30.0,117.0,1.0,,,,5.0,-127.39999999999999,238,191,-47
6803,Brandon Aiyuk,WR,SF,251.4,49.6,18.0,16.0,213.0,2.0,,3.0,,,,DNR,6.0,-127.70000000000002,239,247,8
12658,Jackson Hawes,TE,BUF,613.5,31.9,18.0,13.0,129.0,1.0,,,,,,,1.0,-127.9,240,273,33
13357,Lance Mason,TE,PIT,271.0,31.6,18.0,13.0,126.0,1.0,,,,,,,0.0,-128.20000000000002,241,250,9
13422,Jaren Kanak,TE,TEN,530.2,31.6,18.0,13.0,126.0,1.0,,,,,,IR,0.0,-128.20000000000002,242,260,18
13327,Desmond Reid,RB,FA,562.5,25.3,18.0,4.0,31.0,,29.0,122.0,1.0,,,Questionable,0.0,-128.39999999999998,243,265,22
13347,Demond Claiborne,RB,MIN,242.0,24.8,18.0,4.0,30.0,,29.0,138.0,1.0,,,,0.0,-128.89999999999998,244,237,-7
4950,Christian Kirk,WR,SF,241.7,46.4,18.0,19.0,205.0,1.0,1.0,9.0,,,,Questionable,8.0,-130.9,245,234,-11
11579,Audric Estime,RB,NO,237.4,22.6,18.0,3.0,17.0,,30.0,119.0,1.0,,,Questionable,2.0,-131.1,246,220,-26
13273,Josh Cuevas,TE,BAL,697.1,27.8,18.0,11.0,108.0,1.0,,,,,,,0.0,-132.0,247,333,86
6869,Adam Trautman,TE,DEN,682.8,27.8,18.0,11.0,108.0,1.0,,,,,,,6.0,-132.0,248,314,66
7891,Brock Wright,TE,DET,690.8,27.3,18.0,11.0,103.0,1.0,,,,,,,5.0,-132.5,249,323,74
12455,Brashard Smith,RB,KC,226.3,19.9,18.0,4.0,32.0,,16.0,67.0,1.0,,,,1.0,-133.79999999999998,250,199,-51
8177,Grant Calcaterra,TE,PHI,685.8,25.6,18.0,10.0,96.0,1.0,,,,,,Questionable,4.0,-134.20000000000002,251,318,67
13419,Jaydn Ott,RB,KC,659.5,11.2,18.0,3.0,19.0,,15.0,63.0,,,,,0.0,-142.5,252,292,40
11569,Jarquez Hunter,RB,LAR,240.6,9.6,18.0,2.0,13.0,,15.0,63.0,,,,,1.0,-144.1,253,229,-24
7561,Elijah Mitchell,RB,FA,692.5,9.3,18.0,2.0,14.0,,14.0,59.0,,,,Questionable,5.0,-144.39999999999998,254,327,73
4054,Mo Alie-Cox,TE,IND,527.6,15.4,18.0,8.0,74.0,,,,,,,,9.0,-144.4,255,259,4
8181,Connor Heyward,TE,LV,646.2,14.7,18.0,4.0,33.0,,7.0,14.0,1.0,,,,4.0,-145.10000000000002,256,287,31
13315,Dean Connors,RB,LAR,666.2,8.4,18.0,2.0,18.0,,11.0,46.0,,,,,0.0,-145.29999999999998,257,298,41
7607,Michael Carter,RB,TEN,686.5,8.1,18.0,3.0,22.0,,7.0,29.0,,,,,5.0,-145.6,258,319,61
12547,Kyle Williams,WR,NE,222.1,31.2,18.0,10.0,148.0,1.0,1.0,4.0,,,,,1.0,-146.10000000000002,259,193,-66
8116,Pierre Strong,RB,GB,682.0,7.5,18.0,2.0,14.0,,10.0,41.0,,,,,4.0,-146.2,260,313,53
13309,Aaron Anderson,WR,FA,617.6,30.2,18.0,11.0,132.0,1.0,,,,,,Questionable,0.0,-147.10000000000002,261,274,13
12516,Kalel Mullings,RB,TEN,690.0,5.6,18.0,2.0,16.0,,5.0,20.0,,,,Questionable,1.0,-148.1,262,322,60
11299,Zavier Scott,RB,MIN,693.0,5.6,18.0,2.0,15.0,,5.0,21.0,,,,,3.0,-148.1,263,329,66
9757,Kendre Miller,RB,NO,224.8,5.6,18.0,2.0,16.0,,5.0,20.0,,,,,3.0,-148.1,264,198,-66
12496,Tai Felton,WR,MIN,692.7,29.2,18.0,10.0,126.0,1.0,1.0,6.0,,,,,1.0,-148.10000000000002,265,328,63
10216,Kenny McIntosh,RB,FA,633.8,5.2,18.0,2.0,16.0,,4.0,16.0,,,,,3.0,-148.5,266,282,16
6938,Cam Akers,RB,FA,687.0,5.1,18.0,2.0,15.0,,4.0,16.0,,,,,6.0,-148.6,267,320,53
8139,Zamir White,RB,SF,631.7,5.1,18.0,2.0,10.0,,5.0,21.0,,,,,4.0,-148.6,268,281,13
6768,Tua Tagovailoa,QB,ATL,236.5,137.94,18.0,,,,20.0,43.0,,2141.0,14.0,,6.0,-148.74,269,219,-50
2359,Ameer Abdullah,RB,JAX,612.4,4.8,18.0,2.0,15.0,,3.0,13.0,,,,,11.0,-148.89999999999998,270,272,2
6659,Craig Reynolds,RB,WAS,342.0,4.4,18.0,2.0,16.0,,2.0,8.0,,,,,7.0,-149.29999999999998,271,251,-20
13047,Jacardia Wright,RB,SEA,674.7,4.3,18.0,2.0,15.0,,2.0,8.0,,,,,1.0,-149.39999999999998,272,307,35
7842,Luke Farrell,TE,SF,491.0,10.1,18.0,5.0,51.0,,,,,,,,5.0,-149.70000000000002,273,256,-17
5985,Foster Moreau,TE,HOU,638.3,9.8,18.0,5.0,48.0,,,,,,,,7.0,-150.0,274,284,10
13433,Riley Nowakowski,TE,PIT,643.4,9.6,18.0,5.0,46.0,,,,,,,,0.0,-150.20000000000002,275,286,11
6154,David Sills,WR,TB,405.0,26.9,18.0,9.0,113.0,1.0,1.0,6.0,,,,,7.0,-150.4,276,254,-22
5086,Marquez Valdes-Scantling,WR,DAL,629.8,26.9,18.0,8.0,123.0,1.0,1.0,6.0,,,,,8.0,-150.4,277,279,2
11640,Jermaine Burton,WR,FA,594.0,26.0,18.0,8.0,114.0,1.0,1.0,6.0,,,,,1.0,-151.3,278,270,-8
12515,Donovan Edwards,RB,MIA,655.0,2.1,18.0,,,,5.0,21.0,,,,,1.0,-151.6,279,290,11
10227,Payne Durham,TE,TB,564.0,8.1,18.0,4.0,41.0,,,,,,,,3.0,-151.70000000000002,280,266,-14
13429,Seydou Traore,TE,MIA,668.6,8.0,18.0,4.0,40.0,,,,,,,,0.0,-151.8,281,302,21
7075,Charlie Woerner,TE,ATL,641.5,8.0,18.0,4.0,40.0,,,,,,,,6.0,-151.8,282,285,3
7946,Jack Stoll,TE,CLE,621.3,7.5,18.0,4.0,35.0,,,,,,,IR,5.0,-152.3,283,276,-7
13846,Jack Velling,TE,ATL,364.6,7.3,18.0,4.0,33.0,,,,,,,,0.0,-152.5,284,253,-31
11168,Xavier Smith,WR,LAR,551.0,24.1,18.0,7.0,95.0,1.0,3.0,16.0,,,,,3.0,-153.20000000000002,285,263,-22
10212,Josh Whyle,TE,GB,695.5,6.2,18.0,3.0,32.0,,,,,,,,3.0,-153.60000000000002,286,332,46
7568,Brevin Jordan,TE,HOU,559.5,6.1,18.0,4.0,21.0,,,,,,,Questionable,5.0,-153.70000000000002,287,264,-23
10214,Davis Allen,TE,LAR,660.7,5.9,18.0,3.0,29.0,,,,,,,Questionable,3.0,-153.9,288,294,6
11433,Nate Adkins,TE,DEN,627.5,5.7,18.0,3.0,27.0,,,,,,,,3.0,-154.10000000000002,289,278,-11
4189,Eric Saubert,TE,SEA,575.5,5.7,18.0,3.0,27.0,,,,,,,,9.0,-154.10000000000002,290,268,-22
11371,Julian Hill,TE,NE,668.8,5.6,18.0,3.0,26.0,,,,,,,IR,3.0,-154.20000000000002,291,303,12
6850,Harrison Bryant,TE,FA,631.5,4.0,18.0,2.0,20.0,,,,,,,Questionable,6.0,-155.8,292,280,-12
10210,Cameron Latu,TE,PHI,673.1,4.0,18.0,2.0,20.0,,,,,,,,3.0,-155.8,293,306,13
7602,Kylen Granson,TE,TEN,505.0,4.0,18.0,2.0,20.0,,,,,,,,5.0,-155.8,294,257,-37
13516,Max Bredeson,TE,MIN,667.3,3.8,18.0,2.0,15.0,,1.0,3.0,,,,,0.0,-156.0,295,299,4
3048,Chris Manhertz,TE,NYG,625.3,2.3,18.0,1.0,13.0,,,,,,,,11.0,-157.5,296,277,-19
4602,Robert Tonyan,TE,PIT,679.0,1.9,18.0,1.0,9.0,,,,,,,,9.0,-157.9,297,312,15
5133,Tyler Conklin,TE,DET,676.4,1.7,18.0,1.0,7.0,,,,,,,,8.0,-158.10000000000002,298,310,12
8204,Bo Melton,WR,GB,695.0,9.8,18.0,4.0,52.0,,1.0,6.0,,,,,4.0,-167.5,299,331,32
4234,Noah Brown,WR,LV,633.8,9.3,18.0,4.0,53.0,,,,,,,,9.0,-168.0,300,283,-17
7039,Cody White,WR,SEA,664.0,8.5,18.0,4.0,45.0,,,,,,,,6.0,-168.8,301,296,-5
11921,Xavier Weaver,WR,ARI,647.0,7.1,18.0,3.0,35.0,,1.0,6.0,,,,Questionable,2.0,-170.20000000000002,302,289,-13
6853,Van Jefferson,WR,WAS,567.0,6.8,18.0,3.0,38.0,,,,,,,,6.0,-170.5,303,267,-36
11617,Malachi Corley,WR,CLE,242.0,6.8,18.0,2.0,20.0,,5.0,28.0,,,,,2.0,-170.5,304,238,-66
13356,Trebor Pena,WR,JAX,662.5,6.6,18.0,3.0,36.0,,,,,,,,0.0,-170.70000000000002,305,295,-10
10444,Cedric Tillman,WR,CLE,667.4,6.6,18.0,3.0,36.0,,,,,,,Questionable,3.0,-170.70000000000002,306,300,-6
13410,Chase Roberts,WR,LV,350.0,6.6,18.0,3.0,36.0,,,,,,,,0.0,-170.70000000000002,307,252,-55
13318,Noah Thomas,WR,CIN,646.8,6.6,18.0,3.0,36.0,,,,,,,,0.0,-170.70000000000002,308,288,-20
6960,Tyler Johnson,WR,DAL,537.5,6.5,18.0,3.0,35.0,,,,,,,,6.0,-170.8,309,261,-48
11034,Jalen Brooks,WR,ARI,691.3,6.5,18.0,3.0,35.0,,,,,,,,3.0,-170.8,310,325,15
5185,Allen Lazard,WR,FA,694.8,6.4,18.0,3.0,34.0,,,,,,,,7.0,-170.9,311,330,19
4082,Curtis Samuel,WR,FA,688.8,5.3,18.0,2.0,27.0,,1.0,6.0,,,,,9.0,-172.0,312,321,9
12520,Xavier Restrepo,WR,TEN,675.0,4.8,18.0,2.0,22.0,,1.0,6.0,,,,,1.0,-172.5,313,308,-5
8527,Dareke Young,WR,LV,676.0,4.6,18.0,2.0,26.0,,,,,,,,4.0,-172.70000000000002,314,309,-5
4274,David Moore,WR,CAR,575.5,4.3,18.0,2.0,23.0,,,,,,,,9.0,-173.0,315,269,-46
7595,Tylan Wallace,WR,CLE,669.8,4.2,18.0,2.0,22.0,,,,,,,,5.0,-173.10000000000002,316,304,-12
12475,Ricky White,WR,SEA,691.2,4.2,18.0,2.0,22.0,,,,,,,,1.0,-173.10000000000002,317,324,7
11377,Tyrell Shavers,WR,BUF,620.8,4.0,18.0,2.0,19.0,,,1.0,,,,PUP,3.0,-173.3,318,275,-43
5154,Trent Sherfield,WR,BUF,670.3,3.9,18.0,2.0,19.0,,,,,,,,8.0,-173.4,319,305,-14
8168,Skyy Moore,WR,GB,685.4,3.0,18.0,1.0,14.0,,1.0,6.0,,,,,4.0,-174.3,320,316,-4
7757,Ben Skowronek,WR,PIT,667.7,0.6,18.0,,,,1.0,6.0,,,,,5.0,-176.70000000000002,321,301,-20
3200,Sterling Shepard,WR,HOU,507.0,0.6,18.0,,,,1.0,6.0,,,,,10.0,-176.70000000000002,322,258,-64
11559,Michael Penix,QB,ATL,227.9,108.38,18.0,,,,20.0,67.0,1.0,1567.0,10.0,Questionable,2.0,-178.3,323,201,-122
12524,Shedeur Sanders,QB,CLE,236.1,97.12,18.0,,,,26.0,88.0,2.0,1433.0,7.0,,1.0,-189.56,324,217,-107
6011,Gardner Minshew,QB,ARI,677.8,27.96,18.0,,,,6.0,22.0,,394.0,3.0,,7.0,-258.72,325,311,-14
13289,Drew Allar,QB,PIT,699.6,22.02,18.0,,,,5.0,21.0,,398.0,2.0,,0.0,-264.66,326,334,8
11565,J.J. McCarthy,QB,MIN,224.2,19.62,18.0,,,,5.0,21.0,1.0,213.0,1.0,Questionable,2.0,-267.06,327,196,-131
13275,Ty Simpson,QB,LAR,241.8,13.62,18.0,,,,5.0,19.0,,218.0,1.0,,0.0,-273.06,328,236,-92
827,Tyrod Taylor,QB,GB,658.2,12.9,18.0,,,,4.0,17.0,,205.0,1.0,,15.0,-273.78000000000003,329,291,-38
4179,Joshua Dobbs,QB,DET,692.3,12.4,18.0,,,,4.0,16.0,,195.0,1.0,,9.0,-274.28000000000003,330,326,-4
1837,Jimmy Garoppolo,QB,FA,685.4,12.32,18.0,,,,2.0,6.0,,218.0,1.0,,12.0,-274.36,331,317,-14
4464,Nick Mullens,QB,JAX,660.0,12.04,18.0,,,,2.0,6.0,,211.0,1.0,,9.0,-274.64,332,293,-39
5127,Kyle Allen,QB,BUF,665.6,12.0,18.0,,,,2.0,12.0,,195.0,1.0,,8.0,-274.68,333,297,-36
260,Josh Johnson,QB,CIN,544.0,11.34,18.0,,,,2.0,13.0,,176.0,1.0,,18.0,-275.34000000000003,334,262,-72
